category,job_title,page_link,job_id,location,run_date
All Departments,California Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274391002,4274391002,California ,2019-Nov-19
All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4263816002,4263816002,"Washington, DC",2019-Nov-19
All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274408002,4274408002,Iowa,2019-Nov-19
All Departments,General Application,https://boards.greenhouse.io/bernie2020/jobs/4231325002,4231325002,Multiple Locations,2019-Nov-19
All Departments,HQ Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274405002,4274405002,"Washington, DC",2019-Nov-19
All Departments,Iowa Student Intern,https://boards.greenhouse.io/bernie2020/jobs/4461162002,4461162002,Iowa,2019-Nov-19
All Departments,Nevada Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274412002,4274412002,Nevada,2019-Nov-19
All Departments,Nevada Youth Field Fellowship Intern,https://boards.greenhouse.io/bernie2020/jobs/4334036002,4334036002,Nevada,2019-Nov-19
All Departments,New Hampshire Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274418002,4274418002,New Hampshire,2019-Nov-19
All Departments,New Hampshire Intern,https://boards.greenhouse.io/bernie2020/jobs/4272302002,4272302002,New Hampshire,2019-Nov-19
All Departments,South Carolina Campaign Intern ,https://boards.greenhouse.io/bernie2020/jobs/4274430002,4274430002,South Carolina ,2019-Nov-19
All Departments,Vermont Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274440002,4274440002,Vermont,2019-Nov-19
Communications,Communications Intern,https://boards.greenhouse.io/bernie2020/jobs/4262445002,4262445002,"Washington, DC",2019-Nov-19
Communications,Graphic Design Associate,https://boards.greenhouse.io/bernie2020/jobs/4445765002,4445765002,"Washington, DC",2019-Nov-19
Communications,New Hampshire Press Secretary,https://boards.greenhouse.io/bernie2020/jobs/4526269002,4526269002,"Manchester, New Hampshire",2019-Nov-19
Communications,Northeast Regional Press Secretary,https://boards.greenhouse.io/bernie2020/jobs/4489875002,4489875002,Washington DC,2019-Nov-19
Data + Technology,Data Analyst,https://boards.greenhouse.io/bernie2020/jobs/4269064002,4269064002,"Washington, DC",2019-Nov-19
Data + Technology,Full Stack Engineer,https://boards.greenhouse.io/bernie2020/jobs/4244285002,4244285002,"Washington, DC or remote",2019-Nov-19
Data + Technology,Iowa Data Intern,https://boards.greenhouse.io/bernie2020/jobs/4374451002,4374451002,Iowa,2019-Nov-19
Data + Technology,IT Help Desk Specialist,https://boards.greenhouse.io/bernie2020/jobs/4517752002,4517752002,"Washington, DC or Remote",2019-Nov-19
Data + Technology,National Data Desk,https://boards.greenhouse.io/bernie2020/jobs/4489865002,4489865002,"Washington, DC",2019-Nov-19
Fundraising,Campaign Merchandise Assistant,https://boards.greenhouse.io/bernie2020/jobs/4521088002,4521088002,Vermont,2019-Nov-19
Operations,Human Resources Generalist,https://boards.greenhouse.io/bernie2020/jobs/4526885002,4526885002,Washington DC,2019-Nov-19
Operations,Payroll Manager,https://boards.greenhouse.io/bernie2020/jobs/4526889002,4526889002,"Washington, DC",2019-Nov-19
Organizing,California Deputy Field Director,https://boards.greenhouse.io/bernie2020/jobs/4524931002,4524931002,California ,2019-Nov-19
Organizing,California Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4273091002,4273091002,California,2019-Nov-19
Organizing,California Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4273098002,4273098002,California,2019-Nov-19
Organizing,Call Team National Organizer,https://boards.greenhouse.io/bernie2020/jobs/4489856002,4489856002,Remote,2019-Nov-19
Organizing,Events Program Organizer ,https://boards.greenhouse.io/bernie2020/jobs/4284535002,4284535002,Remote,2019-Nov-19
Organizing,Iowa Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4351475002,4351475002,Iowa,2019-Nov-19
Organizing,Iowa Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4526220002,4526220002,Iowa,2019-Nov-19
Organizing,Iowa Constituency Organizer,https://boards.greenhouse.io/bernie2020/jobs/4478483002,4478483002,Iowa,2019-Nov-19
Organizing,Iowa Constituency Outreach Director,https://boards.greenhouse.io/bernie2020/jobs/4496297002,4496297002,Iowa,2019-Nov-19
Organizing,Iowa Deputy Canvass Manager,https://boards.greenhouse.io/bernie2020/jobs/4526226002,4526226002,Iowa,2019-Nov-19
Organizing,Iowa Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526228002,4526228002,Iowa,2019-Nov-19
Organizing,Iowa Field Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4374443002,4374443002,Iowa,2019-Nov-19
Organizing,Iowa Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265660002,4265660002,Iowa,2019-Nov-19
Organizing,Iowa Regional Field Director-Region 9,https://boards.greenhouse.io/bernie2020/jobs/4412783002,4412783002,Iowa,2019-Nov-19
Organizing,Iowa Relational Organizer,https://boards.greenhouse.io/bernie2020/jobs/4496282002,4496282002,Iowa,2019-Nov-19
Organizing,Iowa VAN Administrator,https://boards.greenhouse.io/bernie2020/jobs/4498175002,4498175002,Iowa,2019-Nov-19
Organizing,National Field Desk ,https://boards.greenhouse.io/bernie2020/jobs/4284529002,4284529002,"Washington, DC",2019-Nov-19
Organizing,Nevada Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505040002,4505040002,Nevada,2019-Nov-19
Organizing,Nevada Constituency Field Director,https://boards.greenhouse.io/bernie2020/jobs/4505051002,4505051002,Nevada,2019-Nov-19
Organizing,Nevada Constituency Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505044002,4505044002,Nevada,2019-Nov-19
Organizing,Nevada Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505027002,4505027002,Nevada,2019-Nov-19
Organizing,Nevada Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265691002,4265691002,Nevada,2019-Nov-19
Organizing,Nevada GOTC Director				,https://boards.greenhouse.io/bernie2020/jobs/4526210002,4526210002,"Las Vegas, Nevada",2019-Nov-19
Organizing,New Hampshire Campus Outreach Organizer,https://boards.greenhouse.io/bernie2020/jobs/4380795002,4380795002,New Hampshire,2019-Nov-19
Organizing,New Hampshire Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4526238002,4526238002,New Hampshire,2019-Nov-19
Organizing,New Hampshire Deputy Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4526258002,4526258002,New Hampshire,2019-Nov-19
Organizing,New Hampshire Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526263002,4526263002,New Hampshire,2019-Nov-19
Organizing,New Hampshire Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265717002,4265717002,New Hampshire,2019-Nov-19
Organizing,New Hampshire Regional Field Director Region 7,https://boards.greenhouse.io/bernie2020/jobs/4498198002,4498198002,New Hampshire,2019-Nov-19
Organizing,Sacramento Northern California Area Director,https://boards.greenhouse.io/bernie2020/jobs/4496329002,4496329002,California,2019-Nov-19
Organizing,Sacramento Northern California Area Field Director,https://boards.greenhouse.io/bernie2020/jobs/4496337002,4496337002,California,2019-Nov-19
Organizing,State Field Director (Alabama) ,https://boards.greenhouse.io/bernie2020/jobs/4518769002,4518769002,Alabama,2019-Nov-19
Organizing,State Field Director (Arkansas) ,https://boards.greenhouse.io/bernie2020/jobs/4518778002,4518778002,Arkansas,2019-Nov-19
Organizing,State Field Director (Colorado) ,https://boards.greenhouse.io/bernie2020/jobs/4518795002,4518795002,Colorado,2019-Nov-19
Organizing,State Field Director (Florida) ,https://boards.greenhouse.io/bernie2020/jobs/4519239002,4519239002,Florida,2019-Nov-19
Organizing,State Field Director (Maine) ,https://boards.greenhouse.io/bernie2020/jobs/4519223002,4519223002,Maine,2019-Nov-19
Organizing,State Field Director (Massachusetts) ,https://boards.greenhouse.io/bernie2020/jobs/4519222002,4519222002,Massachusetts,2019-Nov-19
Organizing,State Field Director (Michigan) ,https://boards.greenhouse.io/bernie2020/jobs/4519237002,4519237002,Michigan,2019-Nov-19
Organizing,State Field Director (Minnesota) ,https://boards.greenhouse.io/bernie2020/jobs/4519225002,4519225002,Minnesota,2019-Nov-19
Organizing,State Field Director (North Carolina) ,https://boards.greenhouse.io/bernie2020/jobs/4519230002,4519230002,North Carolina,2019-Nov-19
Organizing,State Field Director (Oklahoma) ,https://boards.greenhouse.io/bernie2020/jobs/4519231002,4519231002,Oklahoma,2019-Nov-19
Organizing,State Field Director (Tennessee) ,https://boards.greenhouse.io/bernie2020/jobs/4519233002,4519233002,Tennessee,2019-Nov-19
Organizing,State Field Director (Texas) ,https://boards.greenhouse.io/bernie2020/jobs/4524605002,4524605002,Texas,2019-Nov-19
Organizing,State Field Director (Utah) ,https://boards.greenhouse.io/bernie2020/jobs/4521090002,4521090002,Utah,2019-Nov-19
Organizing,State Field Director (Virginia) ,https://boards.greenhouse.io/bernie2020/jobs/4519235002,4519235002,Virginia,2019-Nov-19
Organizing,State Field Director (Washington State) ,https://boards.greenhouse.io/bernie2020/jobs/4519236002,4519236002,Washington State,2019-Nov-19
Organizing,Text Team National Organizer,https://boards.greenhouse.io/bernie2020/jobs/4259989002,4259989002,Remote,2019-Nov-19
Policy + Research,Research Associate,https://boards.greenhouse.io/bernie2020/jobs/4446263002,4446263002,"Washington, DC",2019-Nov-19
Political,National Political Project Manager,https://boards.greenhouse.io/bernie2020/jobs/4425215002,4425215002,"Washington, DC ",2019-Nov-19
Political,Nevada Latinx Constituency Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4505046002,4505046002,"Las Vegas, Nevada",2019-Nov-19
