,category,job_title,page_link,job_id,location,run_date
0,Advance + Scheduling,National Surrogate Intern ,https://boards.greenhouse.io/bernie2020/jobs/4533147002,4533147002,Washington DC,2019-Nov-25
1,Advance + Scheduling,National Surrogate Schedule Staff ,https://boards.greenhouse.io/bernie2020/jobs/4534467002,4534467002,Washington DC,2019-Nov-25
2,Advance + Scheduling,National Surrogate Scheduling Intern ,https://boards.greenhouse.io/bernie2020/jobs/4534476002,4534476002,Washington DC,2019-Nov-25
3,Advance + Scheduling,National Surrogate Travel Desk ,https://boards.greenhouse.io/bernie2020/jobs/4533041002,4533041002,Washington DC,2019-Nov-25
4,Advance + Scheduling,National Travel Desk,https://boards.greenhouse.io/bernie2020/jobs/4534478002,4534478002,Washington DC,2019-Nov-25
5,All Departments,California Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274391002,4274391002,California ,2019-Nov-25
6,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274408002,4274408002,Iowa,2019-Nov-25
7,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4263816002,4263816002,"Washington, DC",2019-Nov-25
8,All Departments,General Application,https://boards.greenhouse.io/bernie2020/jobs/4231325002,4231325002,Multiple Locations,2019-Nov-25
9,All Departments,HQ Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274405002,4274405002,"Washington, DC",2019-Nov-25
10,All Departments,Iowa Student Intern,https://boards.greenhouse.io/bernie2020/jobs/4461162002,4461162002,Iowa,2019-Nov-25
11,All Departments,Nevada Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274412002,4274412002,Nevada,2019-Nov-25
12,All Departments,Nevada Youth Field Fellowship Intern,https://boards.greenhouse.io/bernie2020/jobs/4334036002,4334036002,Nevada,2019-Nov-25
13,All Departments,New Hampshire Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274418002,4274418002,New Hampshire,2019-Nov-25
14,All Departments,New Hampshire Intern,https://boards.greenhouse.io/bernie2020/jobs/4272302002,4272302002,New Hampshire,2019-Nov-25
15,All Departments,South Carolina Campaign Intern ,https://boards.greenhouse.io/bernie2020/jobs/4274430002,4274430002,South Carolina ,2019-Nov-25
16,All Departments,Vermont Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274440002,4274440002,Vermont,2019-Nov-25
17,Communications,Communications Intern,https://boards.greenhouse.io/bernie2020/jobs/4262445002,4262445002,"Washington, DC",2019-Nov-25
18,Communications,Constituency Communications Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4534485002,4534485002,Washington DC ,2019-Nov-25
19,Communications,Graphic Design Associate,https://boards.greenhouse.io/bernie2020/jobs/4445765002,4445765002,"Washington, DC",2019-Nov-25
20,Communications,New Hampshire Press Secretary,https://boards.greenhouse.io/bernie2020/jobs/4526269002,4526269002,"Manchester, New Hampshire",2019-Nov-25
