,category,job_title,page_link,job_id,location,run_date
0,Advance + Scheduling,National Surrogate Intern ,https://boards.greenhouse.io/bernie2020/jobs/4533147002,4533147002,Washington DC,2019-Dec-12
1,Advance + Scheduling,National Surrogate Schedule Staff ,https://boards.greenhouse.io/bernie2020/jobs/4534467002,4534467002,Washington DC,2019-Dec-12
2,Advance + Scheduling,National Surrogate Scheduling Intern ,https://boards.greenhouse.io/bernie2020/jobs/4534476002,4534476002,Washington DC,2019-Dec-12
3,Advance + Scheduling,National Surrogate Travel Desk ,https://boards.greenhouse.io/bernie2020/jobs/4533041002,4533041002,Washington DC,2019-Dec-12
4,Advance + Scheduling,National Travel Desk,https://boards.greenhouse.io/bernie2020/jobs/4534478002,4534478002,Washington DC,2019-Dec-12
5,All Departments,California Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274391002,4274391002,California ,2019-Dec-12
6,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4263816002,4263816002,"Washington, DC",2019-Dec-12
7,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274408002,4274408002,Iowa,2019-Dec-12
8,All Departments,General Application,https://boards.greenhouse.io/bernie2020/jobs/4231325002,4231325002,Multiple Locations,2019-Dec-12
9,All Departments,HQ Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274405002,4274405002,"Washington, DC",2019-Dec-12
10,All Departments,Iowa Student Intern,https://boards.greenhouse.io/bernie2020/jobs/4461162002,4461162002,Iowa,2019-Dec-12
11,All Departments,Nevada Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274412002,4274412002,Nevada,2019-Dec-12
12,All Departments,Nevada Youth Field Fellowship Intern,https://boards.greenhouse.io/bernie2020/jobs/4334036002,4334036002,Nevada,2019-Dec-12
13,All Departments,New Hampshire Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274418002,4274418002,New Hampshire,2019-Dec-12
14,All Departments,New Hampshire Intern,https://boards.greenhouse.io/bernie2020/jobs/4272302002,4272302002,New Hampshire,2019-Dec-12
15,All Departments,South Carolina Campaign Intern ,https://boards.greenhouse.io/bernie2020/jobs/4274430002,4274430002,South Carolina ,2019-Dec-12
16,All Departments,Vermont Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274440002,4274440002,Vermont,2019-Dec-12
17,Communications,Communications Intern,https://boards.greenhouse.io/bernie2020/jobs/4262445002,4262445002,"Washington, DC",2019-Dec-12
18,Communications,Constituency Communications Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4534485002,4534485002,Washington DC ,2019-Dec-12
19,Communications,Graphic Design Associate,https://boards.greenhouse.io/bernie2020/jobs/4445765002,4445765002,"Washington, DC",2019-Dec-12
20,Communications,New Hampshire Press Secretary,https://boards.greenhouse.io/bernie2020/jobs/4526269002,4526269002,"Manchester, New Hampshire",2019-Dec-12
21,Communications,Regional Press Secretary,https://boards.greenhouse.io/bernie2020/jobs/4550533002,4550533002,Washington DC,2019-Dec-12
22,Data + Technology,Full Stack Engineer,https://boards.greenhouse.io/bernie2020/jobs/4244285002,4244285002,"Washington, DC or remote",2019-Dec-12
23,Data + Technology,Iowa Data Intern,https://boards.greenhouse.io/bernie2020/jobs/4374451002,4374451002,Iowa,2019-Dec-12
24,Data + Technology,IT Help Desk Specialist,https://boards.greenhouse.io/bernie2020/jobs/4517752002,4517752002,"Washington, DC or Remote",2019-Dec-12
25,Digital,Media Producer,https://boards.greenhouse.io/bernie2020/jobs/4529344002,4529344002,Washington D.C.,2019-Dec-12
26,Fundraising,Campaign Merchandise Assistant,https://boards.greenhouse.io/bernie2020/jobs/4521088002,4521088002,Vermont,2019-Dec-12
27,Operations,Human Resources Generalist,https://boards.greenhouse.io/bernie2020/jobs/4526885002,4526885002,Washington DC,2019-Dec-12
28,Operations,Payroll Manager,https://boards.greenhouse.io/bernie2020/jobs/4526889002,4526889002,"Washington, DC",2019-Dec-12
29,Organizing,California Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4273091002,4273091002,California,2019-Dec-12
30,Organizing,California Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4273098002,4273098002,California,2019-Dec-12
31,Organizing,Call Team National Organizer,https://boards.greenhouse.io/bernie2020/jobs/4489856002,4489856002,Remote,2019-Dec-12
32,Organizing,Events Program Organizer ,https://boards.greenhouse.io/bernie2020/jobs/4284535002,4284535002,Remote,2019-Dec-12
33,Organizing,Iowa Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4351475002,4351475002,Iowa,2019-Dec-12
34,Organizing,Iowa Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4526220002,4526220002,Iowa,2019-Dec-12
35,Organizing,Iowa Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4542055002,4542055002,Iowa,2019-Dec-12
36,Organizing,Iowa Constituency Organizer,https://boards.greenhouse.io/bernie2020/jobs/4478483002,4478483002,Iowa,2019-Dec-12
37,Organizing,Iowa Constituency Outreach Director,https://boards.greenhouse.io/bernie2020/jobs/4496297002,4496297002,Iowa,2019-Dec-12
38,Organizing,Iowa Deputy Canvass Manager,https://boards.greenhouse.io/bernie2020/jobs/4526226002,4526226002,Iowa,2019-Dec-12
39,Organizing,Iowa Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526228002,4526228002,Iowa,2019-Dec-12
40,Organizing,Iowa Field Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4374443002,4374443002,Iowa,2019-Dec-12
41,Organizing,Iowa Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265660002,4265660002,Iowa,2019-Dec-12
