,category,job_title,page_link,job_id,location,run_date
34,Organizing,Iowa Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4526220002,4526220002,Iowa,2020-Jan-08
35,Organizing,Iowa Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4542055002,4542055002,Iowa,2020-Jan-08
36,Organizing,Iowa Constituency Organizer,https://boards.greenhouse.io/bernie2020/jobs/4478483002,4478483002,Iowa,2020-Jan-08
37,Organizing,Iowa Constituency Outreach Director,https://boards.greenhouse.io/bernie2020/jobs/4496297002,4496297002,Iowa,2020-Jan-08
38,Organizing,Iowa Deputy Canvass Manager,https://boards.greenhouse.io/bernie2020/jobs/4526226002,4526226002,Iowa,2020-Jan-08
39,Organizing,Iowa Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526228002,4526228002,Iowa,2020-Jan-08
40,Organizing,Iowa Field Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4374443002,4374443002,Iowa,2020-Jan-08
41,Organizing,Iowa Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265660002,4265660002,Iowa,2020-Jan-08
42,Organizing,Iowa GOTC Transportation Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4575048002,4575048002,Iowa,2020-Jan-08
43,Organizing,Iowa Regional Field Director (Region 3),https://boards.greenhouse.io/bernie2020/jobs/4558030002,4558030002,Iowa,2020-Jan-08
44,Organizing,Iowa Relational Organizer,https://boards.greenhouse.io/bernie2020/jobs/4496282002,4496282002,Iowa,2020-Jan-08
45,Organizing,National Deputy Field Organizer (DFO) Program Manager,https://boards.greenhouse.io/bernie2020/jobs/4529356002,4529356002,Washington DC,2020-Jan-08
46,Organizing,National Distributed Canvassing Manager,https://boards.greenhouse.io/bernie2020/jobs/4545187002,4545187002,Washington DC,2020-Jan-08
47,Organizing,National Field Desk ,https://boards.greenhouse.io/bernie2020/jobs/4284529002,4284529002,"Washington, DC",2020-Jan-08
48,Organizing,Nevada Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505040002,4505040002,Nevada,2020-Jan-08
49,Organizing,Nevada Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4551612002,4551612002,"Las Vegas, Nevada ",2020-Jan-08
50,Organizing,Nevada Canvasser,https://boards.greenhouse.io/bernie2020/jobs/4575036002,4575036002,Nevada,2020-Jan-08
51,Organizing,Nevada Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4575040002,4575040002,Nevada,2020-Jan-08
52,Organizing,Nevada Constituency Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4505046002,4505046002,"Las Vegas, Nevada",2020-Jan-08
53,Organizing,Nevada Constituency Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505044002,4505044002,Nevada,2020-Jan-08
54,Organizing,Nevada Deputy Canvass Manager,https://boards.greenhouse.io/bernie2020/jobs/4551605002,4551605002,"Las Vegas, Nevada ",2020-Jan-08
55,Organizing,Nevada Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505027002,4505027002,Nevada,2020-Jan-08
56,Organizing,Nevada Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265691002,4265691002,Nevada,2020-Jan-08
57,Organizing,Nevada Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4265698002,4265698002,Nevada,2020-Jan-08
58,Organizing,New Hampshire Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4534491002,4534491002,New Hampshire,2020-Jan-08
59,Organizing,New Hampshire Constituency Director,https://boards.greenhouse.io/bernie2020/jobs/4554649002,4554649002,New Hampshire ,2020-Jan-08
60,Organizing,New Hampshire Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526263002,4526263002,New Hampshire,2020-Jan-08
61,Organizing,New Hampshire Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265717002,4265717002,New Hampshire,2020-Jan-08
62,Organizing,State Field Director (Alabama) ,https://boards.greenhouse.io/bernie2020/jobs/4518769002,4518769002,Alabama,2020-Jan-08
63,Organizing,State Field Director (Arkansas) ,https://boards.greenhouse.io/bernie2020/jobs/4518778002,4518778002,Arkansas,2020-Jan-08
64,Organizing,State Field Director (Florida) ,https://boards.greenhouse.io/bernie2020/jobs/4519239002,4519239002,Florida,2020-Jan-08
65,Organizing,State Field Director (Maine) ,https://boards.greenhouse.io/bernie2020/jobs/4519223002,4519223002,Maine,2020-Jan-08
66,Organizing,State Field Director (Massachusetts) ,https://boards.greenhouse.io/bernie2020/jobs/4519222002,4519222002,Massachusetts,2020-Jan-08
67,Organizing,State Field Director (North Carolina) ,https://boards.greenhouse.io/bernie2020/jobs/4519230002,4519230002,North Carolina,2020-Jan-08
68,Organizing,State Field Director (Tennessee) ,https://boards.greenhouse.io/bernie2020/jobs/4519233002,4519233002,Tennessee,2020-Jan-08
69,Organizing,State Field Director (Utah) ,https://boards.greenhouse.io/bernie2020/jobs/4521090002,4521090002,Utah,2020-Jan-08
70,Organizing,State Field Director (Virginia) ,https://boards.greenhouse.io/bernie2020/jobs/4519235002,4519235002,Virginia,2020-Jan-08
71,Organizing,Texas Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4580807002,4580807002,Texas,2020-Jan-08
72,Organizing,Text Team National Organizer,https://boards.greenhouse.io/bernie2020/jobs/4259989002,4259989002,Remote,2020-Jan-08
