,category,job_title,page_link,job_id,location,run_date
0,Advance + Scheduling,National Surrogate Intern ,https://boards.greenhouse.io/bernie2020/jobs/4533147002,4533147002,Washington DC,2020-Jan-08
1,Advance + Scheduling,National Surrogate Schedule Staff ,https://boards.greenhouse.io/bernie2020/jobs/4534467002,4534467002,Washington DC,2020-Jan-08
2,Advance + Scheduling,National Surrogate Scheduling Intern ,https://boards.greenhouse.io/bernie2020/jobs/4534476002,4534476002,Washington DC,2020-Jan-08
3,All Departments,California Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274391002,4274391002,California ,2020-Jan-08
4,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274408002,4274408002,Iowa,2020-Jan-08
5,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4263816002,4263816002,"Washington, DC",2020-Jan-08
6,All Departments,General Application,https://boards.greenhouse.io/bernie2020/jobs/4231325002,4231325002,Multiple Locations,2020-Jan-08
7,All Departments,HQ Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274405002,4274405002,"Washington, DC",2020-Jan-08
8,All Departments,Nevada Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274412002,4274412002,Nevada,2020-Jan-08
9,All Departments,Nevada Youth Field Fellowship Intern,https://boards.greenhouse.io/bernie2020/jobs/4334036002,4334036002,Nevada,2020-Jan-08
10,All Departments,New Hampshire Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274418002,4274418002,New Hampshire,2020-Jan-08
11,All Departments,New Hampshire Field Operations Strategy Intern,https://boards.greenhouse.io/bernie2020/jobs/4575051002,4575051002,New Hampshire,2020-Jan-08
12,All Departments,New Hampshire Intern,https://boards.greenhouse.io/bernie2020/jobs/4272302002,4272302002,New Hampshire,2020-Jan-08
13,All Departments,South Carolina Campaign Intern ,https://boards.greenhouse.io/bernie2020/jobs/4274430002,4274430002,South Carolina ,2020-Jan-08
14,All Departments,Vermont Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274440002,4274440002,Vermont,2020-Jan-08
15,Communications,Communications Intern,https://boards.greenhouse.io/bernie2020/jobs/4262445002,4262445002,"Washington, DC",2020-Jan-08
16,Communications,Constituency Communications Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4534485002,4534485002,Washington DC ,2020-Jan-08
17,Communications,Graphic Design Associate,https://boards.greenhouse.io/bernie2020/jobs/4445765002,4445765002,"Washington, DC",2020-Jan-08
18,Communications,Regional Press Secretary,https://boards.greenhouse.io/bernie2020/jobs/4550533002,4550533002,Washington DC,2020-Jan-08
19,Communications,Social Media Intern,https://boards.greenhouse.io/bernie2020/jobs/4423804002,4423804002,"Washington, DC",2020-Jan-08
20,Data + Technology,Full Stack Engineer,https://boards.greenhouse.io/bernie2020/jobs/4244285002,4244285002,"Washington, DC or remote",2020-Jan-08
21,Data + Technology,IT Help Desk Specialist,https://boards.greenhouse.io/bernie2020/jobs/4517752002,4517752002,"Washington, DC or Remote",2020-Jan-08
22,Digital,Digital Associate,https://boards.greenhouse.io/bernie2020/jobs/4237499002,4237499002,"Washington, DC",2020-Jan-08
23,Digital,Media Producer,https://boards.greenhouse.io/bernie2020/jobs/4529344002,4529344002,Washington D.C.,2020-Jan-08
24,Fundraising,Campaign Merchandise Assistant,https://boards.greenhouse.io/bernie2020/jobs/4521088002,4521088002,Vermont,2020-Jan-08
25,Operations,California State Operations Coordinator ,https://boards.greenhouse.io/bernie2020/jobs/4563304002,4563304002,California ,2020-Jan-08
26,Operations,California State Operations Director ,https://boards.greenhouse.io/bernie2020/jobs/4563280002,4563280002,California ,2020-Jan-08
27,Operations,Human Resources Generalist,https://boards.greenhouse.io/bernie2020/jobs/4526885002,4526885002,Washington DC,2020-Jan-08
28,Operations,Payroll Manager,https://boards.greenhouse.io/bernie2020/jobs/4526889002,4526889002,"Washington, DC",2020-Jan-08
29,Organizing,California Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4556141002,4556141002,California,2020-Jan-08
30,Organizing,California Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4273091002,4273091002,California,2020-Jan-08
31,Organizing,California Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4273098002,4273098002,California,2020-Jan-08
32,Organizing,Call Team National Organizer,https://boards.greenhouse.io/bernie2020/jobs/4489856002,4489856002,Remote,2020-Jan-08
33,Organizing,Events Program Organizer ,https://boards.greenhouse.io/bernie2020/jobs/4284535002,4284535002,Remote,2020-Jan-08
